file,source_key,title,slug,url,date,year,month,tags,categories,summary,keywords,primary_theme,theme_scores,style,style_scores,word_count,sentence_count,avg_sentence_length
content\posts\聚合订阅：影视、漫画、文献自由.zh-cn.md,聚合订阅：影视、漫画、文献自由,聚合订阅：影视、漫画、文献、音乐自由,dingyue,https://blog.huaxiangshan.com/zh-cn/posts/dingyue/,2024-02-20 16:14:29,2024,2,软件推荐,软件工具,介绍软件进行聚合订阅，将各类网站的影视剧、漫画资源聚集在一起集中管理，实现影视、漫画、文献自由,软件推荐 | 软件工具 | 影视剧：TVbox | 非电视端 | 电视安装 | 漫画：Tachiyomi,软件工具与技术,"{""经济学与方法"": 0, ""软件工具与技术"": 28, ""文学影视与文艺评论"": 1, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 0}",教程指南,"{""教程指南"": 27, ""学术分析"": 0, ""评论随笔"": 0, ""文艺评论"": 5, ""游记纪实"": 0}",134,36,3.72
content\posts\因果效应.zh-cn.md,因果效应,因果效应,effect,https://blog.huaxiangshan.com/zh-cn/posts/effect/,2024-02-28 18:27:40,2024,2,文献阅读 | 因果效应,经济学习,本文是因果推断方法识别效应学习笔记，介绍 ATE、ATT、RCT、ITT、LATE 的关系,文献阅读 | 因果效应 | 经济学习 | 因果框架有哪些？ | 引言：社会科学和自然科学面临的统计难题 | 从 ATE 到 ATT,经济学与方法,"{""经济学与方法"": 37, ""软件工具与技术"": 0, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 12}",学术分析,"{""教程指南"": 3, ""学术分析"": 47, ""评论随笔"": 10, ""文艺评论"": 1, ""游记纪实"": 0}",1354,112,12.09
content\posts\Hugo搭建Giscus评论区.zh-cn.md,Hugo搭建Giscus评论区,Hugo 搭建 Giscus 评论区,comment,https://blog.huaxiangshan.com/zh-cn/posts/comment/,2024-03-05 15:45:18,2024,3,Hugo,Hugo 搭建记录,搭建 HUGO 的 Giscus 评论区,Hugo | 创建 Github 仓库作为评论区 | 进入 Giscus 官网获取调用 | 修改 toml 配置 | 你可以参考官方文档来使用下列配置 | <your_repo> 对应官网的 data-repo,软件工具与技术,"{""经济学与方法"": 0, ""软件工具与技术"": 54, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 0}",教程指南,"{""教程指南"": 10, ""学术分析"": 0, ""评论随笔"": 0, ""文艺评论"": 9, ""游记纪实"": 0}",98,15,6.53
content\posts\Hugo自定义字体.zh-cn.md,Hugo自定义字体,Hugo 美化 1 ：自定义字体,font,https://blog.huaxiangshan.com/zh-cn/posts/font/,2024-03-05 22:11:48,2024,3,Hugo,Hugo 搭建记录,介绍 hugo loveit 主题切换字体的方法,Hugo | 两种修改方法 | 设置字体变量 | 认识参数 | 字体变量参数 | 谷歌字体 API,软件工具与技术,"{""经济学与方法"": 0, ""软件工具与技术"": 26, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 0}",教程指南,"{""教程指南"": 6, ""学术分析"": 0, ""评论随笔"": 3, ""文艺评论"": 0, ""游记纪实"": 0}",178,36,4.94
content\posts\stata爬虫学习.zh-cn.md,stata爬虫学习,Stata: 爬虫学习,pachong,https://blog.huaxiangshan.com/zh-cn/posts/pachong/,2024-03-06 13:19:39,2024,3,爬虫 | Stata,软件工具 | 经济学习,GPT 总结: 这篇文章介绍了使用 Stata 进行网页爬取的方法和流程。首先，文章解释了什么是网页爬虫以及为什么爬取网页源代码是关键的步骤。然后，通过一个实例，详细介绍了如何使用 Stata 从网页中提取数据，并进行初步的清洗和处理。文章还提到了爬取多页数据的方法，并附上了一些参考资料和论文。,爬虫 | Stata | 软件工具 | 经济学习 | 引入 | 一、抓取网页源代码,软件工具与技术,"{""经济学与方法"": 8, ""软件工具与技术"": 75, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 0}",学术分析,"{""教程指南"": 19, ""学术分析"": 27, ""评论随笔"": 0, ""文艺评论"": 0, ""游记纪实"": 0}",264,34,7.76
content\posts\2024观剧总结和“命运”相处的几种方式.zh-cn.md,2024观剧总结和“命运”相处的几种方式,2024 观剧总结：和命运相处的几种方式,kj_2024,https://blog.huaxiangshan.com/zh-cn/posts/kj_2024/,2024-03-08 00:00:58,2024,3,电视剧,影视剧,GPT 总结: 这篇文章通过分析《繁花》、《漫长的季节》、《河边的错误》和《宇宙探索编辑部》等作品，深入探讨了命运这一主题。文章指出，人们面对命运时可能会陷入疯狂、妥协或接受，强调了在生存中保持积极态度和展望未来的重要性。,电视剧 | 影视剧 | 繁花》和《漫长的季节 | 河边的错误》和《宇宙探索编辑部 | 漫长的季节》是和解 | 繁花》也是和解,文学影视与文艺评论,"{""经济学与方法"": 0, ""软件工具与技术"": 0, ""文学影视与文艺评论"": 36, ""旅行调研与地方观察"": 1, ""社会观察与思想随笔"": 0}",评论随笔,"{""教程指南"": 0, ""学术分析"": 1, ""评论随笔"": 31, ""文艺评论"": 10, ""游记纪实"": 1}",227,56,4.05
content\posts\速通黄鹤楼.zh-cn.md,速通黄鹤楼,天河机场转机攻略：速通黄鹤楼（6 h),hxl,https://blog.huaxiangshan.com/zh-cn/posts/hxl/,2024-03-10 16:08:54,2024,3,旅游,游记,GPT 总结: 这篇游记简洁概括了在武汉机场中转的经历：通过提前准备享受中转服务，乘坐地铁快速前往黄鹤楼，参观后返回机场办理登机手续，总结了如何在 5 小时内完成黄鹤楼的游览。,旅游 | 游记 | 一、机场准备篇 | 二、地铁前往黄鹤楼 | 三、参观黄鹤楼 | 四、省流总结：5 h 足够速通黄鹤楼,旅行调研与地方观察,"{""经济学与方法"": 0, ""软件工具与技术"": 0, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 24, ""社会观察与思想随笔"": 0}",游记纪实,"{""教程指南"": 5, ""学术分析"": 5, ""评论随笔"": 0, ""文艺评论"": 0, ""游记纪实"": 27}",148,27,5.48
content\posts\anaconda.zh-cn.md,anaconda,[anaconda 报错解决]anaconda bytes object has no attribute get,anaconda,https://blog.huaxiangshan.com/zh-cn/posts/anaconda/,2024-03-10 20:27:30,2024,3,Anaconda,软件工具,[anaconda error]anaconda bytes object has no attribute get,Anaconda | 软件工具 | anaconda | java | get | windows,软件工具与技术,"{""经济学与方法"": 0, ""软件工具与技术"": 46, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 0}",教程指南,"{""教程指南"": 6, ""学术分析"": 0, ""评论随笔"": 0, ""文艺评论"": 0, ""游记纪实"": 0}",57,10,5.7
content\posts\stata输出Word表格.zh-cn.md,stata输出Word表格,Stata 输出 Word 表格,regout,https://blog.huaxiangshan.com/zh-cn/posts/regout/,2024-03-13 17:33:02,2024,3,Stata,经济学习 | 软件工具,GPT 总结: 本文介绍了经济实证论文中常用的表格输出命令，包括 estout、asdoc、logout、outreg 2、putdocx 系列和 etable。每种命令都有其特点和适用场景，如 estout 适用于全能的自定义效果和 LaTeX 输出，asdoc 主要用于描述性统计，logout 支持多种统计结果输出，outreg 2 适用于美观的回归结果输出，putdocx 系列方便将多个表格输出到一个 Word 文件中，而 etable 在 Stata 17 中自带，支持中文编码。通过示例代码展示了每种命令的基本用法和输出效果，有助于读者选择合适的命令进行表格输出。,Stata | 经济学习 | 软件工具 | Estout: 全能，latex 输出 | Asdoc：描述统计 | Sum2doc：描述统计,软件工具与技术,"{""经济学与方法"": 9, ""软件工具与技术"": 31, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 0}",教程指南,"{""教程指南"": 30, ""学术分析"": 13, ""评论随笔"": 4, ""文艺评论"": 0, ""游记纪实"": 0}",116,23,5.04
content\posts\中文博客目录跳转失败.zh-cn.md,中文博客目录跳转失败,中文博客目录跳转失败,toc,https://blog.huaxiangshan.com/zh-cn/posts/toc/,2024-03-21 17:59:49,2024,3,Hugo,Hugo 搭建记录,hugo 会为每个博客文章生成目录，并且目录标题应该能实现点击跳转。几天前我发现我的博客，中文页面不能实现标题跳转，英文依旧可以。这里记录下解决方法,Hugo | 问题 1 | 原因 | 解决方法 | 问题 2 | hugo,软件工具与技术,"{""经济学与方法"": 0, ""软件工具与技术"": 25, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 0}",教程指南,"{""教程指南"": 3, ""学术分析"": 0, ""评论随笔"": 0, ""文艺评论"": 1, ""游记纪实"": 0}",65,14,4.64
content\posts\Stata绘制Gis着色图.zh-cn.md,Stata绘制Gis着色图,Stata 绘制 Gis 着色图,statagis,https://blog.huaxiangshan.com/zh-cn/posts/statagis/,2024-03-22 19:39:56,2024,3,Stata | Gis,软件工具 | 经济学习,使用 Stata 绘制 GIS 着色图，包括九段线、省县市的模板,Stata | Gis | 软件工具 | 经济学习 | 获取地图文件 | 下载相关命令,软件工具与技术,"{""经济学与方法"": 2, ""软件工具与技术"": 46, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 0}",学术分析,"{""教程指南"": 35, ""学术分析"": 39, ""评论随笔"": 0, ""文艺评论"": 0, ""游记纪实"": 0}",444,101,4.4
content\posts\反思：鄙视链中的经济学习心态.zh-cn.md,反思：鄙视链中的经济学习心态,反思：鄙视链中的经济学习心态,fs,https://blog.huaxiangshan.com/zh-cn/posts/fs/,2024-04-09 21:45:16,2024,4,反思,经济学习,反思一下经济学学习态度——什么是热情？什么是学科之爱？记录下我自己的经济学学习鄙视链。,反思 | 经济学习 | 理论框架上 | 论文方法上 | 论文认知上 | 总结,经济学与方法,"{""经济学与方法"": 37, ""软件工具与技术"": 5, ""文学影视与文艺评论"": 2, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 15}",学术分析,"{""教程指南"": 1, ""学术分析"": 45, ""评论随笔"": 11, ""文艺评论"": 0, ""游记纪实"": 0}",199,41,4.85
content\posts\发展经济学：超边际分析（导论）（杨小凯).zh-cn.md,发展经济学：超边际分析（导论）（杨小凯),发展经济学：边际分析与超边际分析 (导论),yxk1,https://blog.huaxiangshan.com/zh-cn/posts/yxk1/,2024-04-10 20:20:20,2024,4,宏观经济学 | 发展经济学,经济学习,在《发展经济学：边际分析与超边际分析》中，杨小凯按照自己的理解重塑了发展经济学的理论历史。本文将概括其导论部分，并且补充一些个人觉得值得讨论的点。,宏观经济学 | 发展经济学 | 经济学习 | 一、思想来源：马克思 vs 亚当斯密 | 三、反驳凯恩斯主义 | 四、何为超边际分析,经济学与方法,"{""经济学与方法"": 83, ""软件工具与技术"": 0, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 7}",学术分析,"{""教程指南"": 4, ""学术分析"": 64, ""评论随笔"": 6, ""文艺评论"": 0, ""游记纪实"": 0}",306,80,3.83
content\posts\杨小凯.zh-cn.md,杨小凯,转载：杨小凯《我的一生》,yxk2,https://blog.huaxiangshan.com/zh-cn/posts/yxk2/,2024-04-17 09:33:21,2024,4,阅读 | 转载,阅读,2003 年《经济观察报》对杨小凯的采访。,阅读 | 转载 | 中国向何处去？ | 十年铁窗 | 牛刀小试 | 潜龙腾渊,经济学与方法,"{""经济学与方法"": 12, ""软件工具与技术"": 0, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 1, ""社会观察与思想随笔"": 7}",学术分析,"{""教程指南"": 3, ""学术分析"": 21, ""评论随笔"": 4, ""文艺评论"": 0, ""游记纪实"": 0}",413,116,3.56
content\posts\R语言基础.zh-cn.md,R语言基础,R 语言基础 1：界面介绍与语法结构,r1,https://blog.huaxiangshan.com/zh-cn/posts/r1/,2024-04-20 10:11:52,2024,4,R,软件工具,R 语言的基本代码引入，包含下载、教程、数据类型结构、语法、数据导入导出的代码,软件工具 | 教程推荐 | 个人推荐 | 电子讲义教材 | R 语言下载 | R studio 界面与准备,软件工具与技术,"{""经济学与方法"": 6, ""软件工具与技术"": 38, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 0}",教程指南,"{""教程指南"": 38, ""学术分析"": 30, ""评论随笔"": 0, ""文艺评论"": 0, ""游记纪实"": 0}",300,28,10.71
content\posts\R语言基础2.zh-cn.md,R语言基础2,R 语言笔记 2 : 数据清洗、绘图与计量,r2,https://blog.huaxiangshan.com/zh-cn/posts/r2/,2024-04-22 01:01:52,2024,4,R,软件工具,R 语言常用代码，主要记录数据清洗、回归统计、常用画图代码,软件工具 | 数据清洗 | 工作目录 | 清楚所有变量 | 查看当前目录 | 获取文件路径，此时会打开电脑文件手动寻找文件，然后点击后会返回文件路径,软件工具与技术,"{""经济学与方法"": 17, ""软件工具与技术"": 26, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 0}",学术分析,"{""教程指南"": 36, ""学术分析"": 47, ""评论随笔"": 0, ""文艺评论"": 0, ""游记纪实"": 0}",284,34,8.35
content\posts\Zotero7Betternote模板.zh-cn.md,Zotero7Betternote模板,Zotero 7 Better note 实证经济学笔记模板,zoteronote,https://blog.huaxiangshan.com/zh-cn/posts/zoteronote/,2024-05-06 15:39:02,2024,5,Zotero | 文献阅读 | 软件推荐,经济学习 | 软件工具,随着 zotero 7 版本趋于稳定，个人把 zotero 经典 sci 文献阅读模板修改成更适合实证论文的笔记版本,Zotero | 文献阅读 | 软件推荐 | 经济学习 | 软件工具 | 一、Better note 的安装,软件工具与技术,"{""经济学与方法"": 18, ""软件工具与技术"": 89, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 2}",学术分析,"{""教程指南"": 15, ""学术分析"": 43, ""评论随笔"": 5, ""文艺评论"": 0, ""游记纪实"": 0}",250,42,5.95
content\posts\变分法速通.zh-cn.md,变分法速通,变分法学习笔记,bff,https://blog.huaxiangshan.com/zh-cn/posts/bff/,2024-05-07 00:02:15,2024,5,变分法 | 动态优化,经济学习,参考《动态最优化基础》（蒋中一）学习变分法，并介绍了变分法相关的悬链问题、最速降线、垄断厂商定价中的应用。,变分法 | 动态优化 | 经济学习 | 泛函 | 悬链问题 | 最速降线问题,经济学与方法,"{""经济学与方法"": 3, ""软件工具与技术"": 0, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 2}",学术分析,"{""教程指南"": 5, ""学术分析"": 11, ""评论随笔"": 1, ""文艺评论"": 0, ""游记纪实"": 0}",1168,26,44.92
content\posts\包含0值的对数化是否可靠.zh-cn.md,包含0值的对数化是否可靠,计量经济学：Log (y+1) 的转化是否可靠,log0,https://blog.huaxiangshan.com/zh-cn/posts/log0/,2024-05-12 17:59:49,2024,5,文献阅读,经济学习,《Logs with Zeros? Some Problems and Solutions 》文献阅读。当数据解释变量包含 0 时，log (y+1) 的对数化在处理效应估计上有一些局限。,文献阅读 | 经济学习 | Log （y+1） 的转化是否可靠 | 摘要 | 省流的概括 | 代码例子,经济学与方法,"{""经济学与方法"": 19, ""软件工具与技术"": 4, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 2}",学术分析,"{""教程指南"": 2, ""学术分析"": 27, ""评论随笔"": 3, ""文艺评论"": 0, ""游记纪实"": 0}",527,26,20.27
content\posts\Todek远程控制.zh-cn.md,Todek远程控制,Todesk 平板远程控制电脑的声音问题,todesk,https://blog.huaxiangshan.com/zh-cn/posts/todesk/,2024-05-19 10:11:52,2024,5,Todesk,软件工具,Todesk 平板远程控制电脑的声音问题,Todesk | 软件工具 | 电脑端 | 平板端 | 注意事项 | 串流方案简评,软件工具与技术,"{""经济学与方法"": 0, ""软件工具与技术"": 20, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 5}",教程指南,"{""教程指南"": 11, ""学术分析"": 0, ""评论随笔"": 0, ""文艺评论"": 0, ""游记纪实"": 0}",144,25,5.76
content\posts\Obsidian配合文献阅读和博客.zh-cn.md,Obsidian配合文献阅读和博客,Obsidian 管理文献阅读和博客文档,ob,https://blog.huaxiangshan.com/zh-cn/posts/ob/,2024-05-24 15:52:19,2024,5,Zotero | Hugo | Obsdian,软件工具,介绍个人使用 Obsidian 的体验，这里结合 Hugo 博客文档管理和 Zotero 文献阅读谈论使用体验,Zotero | Hugo | Obsdian | 软件工具 | Obsidian 和插件使用 | 软件下载,软件工具与技术,"{""经济学与方法"": 3, ""软件工具与技术"": 197, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 0}",教程指南,"{""教程指南"": 75, ""学术分析"": 29, ""评论随笔"": 0, ""文艺评论"": 0, ""游记纪实"": 0}",526,84,6.26
content\posts\调研小记：夜爬夜长城.zh-cn.md,调研小记：夜爬夜长城,调研小记 2：密云野长城,mycc,https://blog.huaxiangshan.com/zh-cn/posts/mycc/,2024-06-04 16:52:19,2024,6,旅游 | 调研,游记,调研的路上跟着同学一起去爬了密云区卧虎山野长城,旅游 | 调研 | 游记 | 古北水口镇 | 卧虎山长城 | 密云野长城,旅行调研与地方观察,"{""经济学与方法"": 2, ""软件工具与技术"": 0, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 22, ""社会观察与思想随笔"": 0}",游记纪实,"{""教程指南"": 0, ""学术分析"": 1, ""评论随笔"": 6, ""文艺评论"": 0, ""游记纪实"": 26}",219,78,2.81
content\posts\调研小记：山与红玫瑰.zh-cn.md,调研小记：山与红玫瑰,调研小记 3：妙峰山与红玫瑰,rose,https://blog.huaxiangshan.com/zh-cn/posts/rose/,2024-06-17 16:52:19,2024,6,旅游 | 调研,游记,调研门头沟涧沟村，这里群山环绕，有山有庙，也有红玫瑰与徒步马拉松爱好者,旅游 | 调研 | 游记 | 山与徒步者 | 三峰连穿 | 妙峰山,旅行调研与地方观察,"{""经济学与方法"": 0, ""软件工具与技术"": 0, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 11, ""社会观察与思想随笔"": 0}",游记纪实,"{""教程指南"": 0, ""学术分析"": 0, ""评论随笔"": 2, ""文艺评论"": 0, ""游记纪实"": 14}",148,45,3.29
content\posts\stata事件研究法.zh-cn.md,stata事件研究法,计量：事件研究法 1,event1,https://blog.huaxiangshan.com/zh-cn/posts/event1/,2024-06-20 18:52:19,2024,6,因果效应 | 文献阅读,经济学习,参考《An Introductory Guide to Event Study Models》总结下事件研究法的使用。,因果效应 | 文献阅读 | 经济学习 | 经济学如何研究事件冲击？ | 事件研究法的“亿”点细节 | 回归估计式,经济学与方法,"{""经济学与方法"": 30, ""软件工具与技术"": 1, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 1}",学术分析,"{""教程指南"": 9, ""学术分析"": 39, ""评论随笔"": 1, ""文艺评论"": 0, ""游记纪实"": 0}",623,115,5.42
content\posts\stata事件研究法2.zh-cn.md,stata事件研究法2,计量：事件研究法 2,event2,https://blog.huaxiangshan.com/zh-cn/posts/event2/,2024-06-24 07:52:19,2024,6,因果效应 | 文献阅读,经济学习,参考《An Introductory Guide to Event Study Models》总结下事件研究法的代码使用。,因果效应 | 文献阅读 | 经济学习 | 附录 A：区分 DID 和 Timing-base | 附录 B：Timing-based 的参数限制 | 附录 C：估计器的选择,经济学与方法,"{""经济学与方法"": 18, ""软件工具与技术"": 15, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 0}",学术分析,"{""教程指南"": 4, ""学术分析"": 28, ""评论随笔"": 0, ""文艺评论"": 0, ""游记纪实"": 0}",427,68,6.28
content\posts\养老金和生育率.zh-cn.md,养老金和生育率,养老金和生育率,paf,https://blog.huaxiangshan.com/zh-cn/posts/paf/,2024-07-13 17:52:19,2024,7,文献阅读,经济学习,记录 AER 文献《Pensions and Fertility: Microeconomic Evidence》的学习笔记。基于微观数据研究了养老金和生育率的关系。养老金覆盖扩大会降低生育率。,文献阅读 | 经济学习 | 精华概括 | 理论和现实背景 | 女性年龄 | 子女数量结构,经济学与方法,"{""经济学与方法"": 46, ""软件工具与技术"": 0, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 0}",学术分析,"{""教程指南"": 10, ""学术分析"": 38, ""评论随笔"": 6, ""文艺评论"": 0, ""游记纪实"": 0}",812,101,8.04
content\posts\逆转裁判.zh-cn.md,逆转裁判,逆转裁判游戏测评：逆转之道，就在其中,nzcp,https://blog.huaxiangshan.com/zh-cn/posts/nzcp/,2024-07-25 18:52:19,2024,7,游戏,游戏评论,《逆转裁判：成步堂精选集》游戏评测,游戏 | 哲学意味大于逻辑意味 | 有节奏的表达 | 文字冒险永不完结 | 相关链接 | bgm,文学影视与文艺评论,"{""经济学与方法"": 0, ""软件工具与技术"": 0, ""文学影视与文艺评论"": 15, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 0}",学术分析,"{""教程指南"": 2, ""学术分析"": 5, ""评论随笔"": 4, ""文艺评论"": 5, ""游记纪实"": 0}",132,39,3.38
content\posts\Pytorch.zh-cn.md,Pytorch,Pytorch 配置报错：[WinError 126] The specified module could not be found.,pytorch,https://blog.huaxiangshan.com/zh-cn/posts/pytorch/,2024-07-26 18:52:19,2024,7,Pytorch | Anaconda,软件工具,Pytorch 安装环境报错：[WinError 126] The specified module could not be found。问题报错与解决,Pytorch | Anaconda | 软件工具 | CUDA 安装 | 版本匹配 | CUDA 下载,软件工具与技术,"{""经济学与方法"": 0, ""软件工具与技术"": 61, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 0}",教程指南,"{""教程指南"": 20, ""学术分析"": 1, ""评论随笔"": 0, ""文艺评论"": 0, ""游记纪实"": 0}",96,17,5.65
content\posts\Pytorch2.zh-cn.md,Pytorch2,anaconda 的卸载与安装,pytorch2,https://blog.huaxiangshan.com/zh-cn/posts/pytorch2/,2024-08-09 18:52:19,2024,8,Pytorch | Anaconda | Python,软件工具,anaconda 的卸载、安装、设置。,Pytorch | Anaconda | Python | 软件工具 | 卸载 anaconda | 安装,软件工具与技术,"{""经济学与方法"": 0, ""软件工具与技术"": 100, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 0}",教程指南,"{""教程指南"": 33, ""学术分析"": 1, ""评论随笔"": 0, ""文艺评论"": 0, ""游记纪实"": 0}",163,33,4.94
content\posts\Hugo中英文建站.zh-cn.md,Hugo中英文建站,hugo 美化 2,runtime,https://blog.huaxiangshan.com/zh-cn/posts/runtime/,2024-08-10 15:45:18,2024,8,Hugo,Hugo 搭建记录,在博客页脚添加总字数统计和建站时间并且能自动中英切换。,Hugo | 自定义字体 | 建站时间加多语言设置 | 总字数 | === footer/wordcount === | hugo,软件工具与技术,"{""经济学与方法"": 1, ""软件工具与技术"": 48, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 3}",教程指南,"{""教程指南"": 16, ""学术分析"": 6, ""评论随笔"": 0, ""文艺评论"": 2, ""游记纪实"": 0}",324,38,8.53
content\posts\经济学杂谈.zh-cn.md,经济学杂谈,实证经济学：符合直觉≠显而易见,fs2,https://blog.huaxiangshan.com/zh-cn/posts/fs2/,2024-08-20 18:52:19,2024,8,反思,经济学习,人们总说实证经济学结论总是显而易见，于是毫无意义。本文试图反驳这个看法。,反思 | 经济学习 | 符合直觉的结论会产生矛盾 | 符合直觉的结论不易被联想 | 直觉背后藏着反直觉 | 关于直觉,经济学与方法,"{""经济学与方法"": 18, ""软件工具与技术"": 1, ""文学影视与文艺评论"": 3, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 7}",学术分析,"{""教程指南"": 2, ""学术分析"": 25, ""评论随笔"": 11, ""文艺评论"": 0, ""游记纪实"": 0}",189,64,2.95
content\posts\黑神话悟空.zh-cn.md,黑神话悟空,《黑神话：悟空》里的老猴子到底是谁？,wk,https://blog.huaxiangshan.com/zh-cn/posts/wk/,2024-09-07 18:52:19,2024,9,游戏,游戏评论,综合神影图可以看出，《黑神话悟空》中的老猴子是金蝉子。,游戏 | 为什么一定是金蝉子或相关身份 | 证据一：求真的追求 | 证据二：对天命人的态度 | 证据三：佛教装饰与动作 | 为什么不是菩萨、菩提,文学影视与文艺评论,"{""经济学与方法"": 0, ""软件工具与技术"": 0, ""文学影视与文艺评论"": 6, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 2}",学术分析,"{""教程指南"": 2, ""学术分析"": 7, ""评论随笔"": 6, ""文艺评论"": 6, ""游记纪实"": 0}",285,93,3.06
content\posts\实证经济学：审稿经验.zh-cn.md,实证经济学：审稿经验,实证经济学：审稿经验,sg,https://blog.huaxiangshan.com/zh-cn/posts/sg/,2024-09-10 21:45:16,2024,9,文献阅读,经济学习,记录下参与了一点点点经济学审稿工作经验。,文献阅读 | 经济学习 | 个人流程 | 开头与正文 | 选题和创新性 | 文献综述,经济学与方法,"{""经济学与方法"": 62, ""软件工具与技术"": 0, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 10}",学术分析,"{""教程指南"": 5, ""学术分析"": 61, ""评论随笔"": 6, ""文艺评论"": 0, ""游记纪实"": 0}",301,83,3.63
content\posts\跨越边界的社区.zh-cn.md,跨越边界的社区,《跨越边界的社区》：流动关系与社区起源,sqzl,https://blog.huaxiangshan.com/zh-cn/posts/sqzl/,2024-09-16 07:52:19,2024,9,阅读 | 微观历史,阅读,项飚的《跨越边界点社区》语言通俗幽默，用更直白的方式探讨了自己的研究方法论，重点探讨了新的社区发展模式。,阅读 | 微观历史 | 理论脉络 | 叙事方法 | 陌生化世界与道德观 | 杨小凯的超边际分,社会观察与思想随笔,"{""经济学与方法"": 9, ""软件工具与技术"": 0, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 16, ""社会观察与思想随笔"": 25}",学术分析,"{""教程指南"": 1, ""学术分析"": 45, ""评论随笔"": 22, ""文艺评论"": 0, ""游记纪实"": 0}",275,87,3.16
content\posts\arcGIS.zh-cn.md,arcGIS,arcGIS 批量转化 tif 为 excel,gis,https://blog.huaxiangshan.com/zh-cn/posts/gis/,2024-09-25 12:00:19,2024,9,GIS,软件工具,介绍批量操作将 GIS 的 tif 文件转化为 excel 文件,GIS | 软件工具 | 点数据到面数据 | 虚假的批处理 | 真正的批处理 | 导入 tif 文件,软件工具与技术,"{""经济学与方法"": 10, ""软件工具与技术"": 26, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 2}",学术分析,"{""教程指南"": 25, ""学术分析"": 48, ""评论随笔"": 1, ""文艺评论"": 0, ""游记纪实"": 0}",320,60,5.33
content\posts\经济学修辞.zh-cn.md,经济学修辞,经济学的修辞,jjxxc,https://blog.huaxiangshan.com/zh-cn/posts/jjxxc/,2024-10-16 07:52:19,2024,10,阅读 | 文学,阅读,《经济学的修辞》从文学批评的角度谈论了经济学著作甚至是数学模型内涵的文学性，视角非常独到。,阅读 | 文学 | 何为修辞，如何去做？ | 权威的匿名发言代理人。 | 创作者技巧。 | 表演。,经济学与方法,"{""经济学与方法"": 48, ""软件工具与技术"": 1, ""文学影视与文艺评论"": 3, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 28}",学术分析,"{""教程指南"": 7, ""学术分析"": 57, ""评论随笔"": 21, ""文艺评论"": 22, ""游记纪实"": 0}",388,106,3.66
