file,source_key,title,slug,url,date,year,month,tags,categories,summary,keywords,primary_theme,theme_scores,style,style_scores,word_count,sentence_count,avg_sentence_length
content\posts\杨小凯.zh-cn.md,杨小凯,Yang Xiaokai: My Life,yxk2,https://blog.huaxiangshan.com/zh-cn/posts/yxk2/,2024-04-17 09:33:21,2024,4,Reading | Repost,Reading,,Reading | Repost,Economics & method,"{""经济学与方法"": 12, ""软件工具与技术"": 0, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 1, ""社会观察与思想随笔"": 7}",Analysis,"{""教程指南"": 3, ""学术分析"": 21, ""评论随笔"": 4, ""文艺评论"": 0, ""游记纪实"": 0}",413,116,3.56
content\posts\R语言基础.zh-cn.md,R语言基础,R Basics 1,r1,https://blog.huaxiangshan.com/zh-cn/posts/r1/,2024-04-20 10:11:52,2024,4,,Software tools,,Software tools,Tools & tech,"{""经济学与方法"": 6, ""软件工具与技术"": 38, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 0}",Guides,"{""教程指南"": 38, ""学术分析"": 30, ""评论随笔"": 0, ""文艺评论"": 0, ""游记纪实"": 0}",300,28,10.71
content\posts\R语言基础2.zh-cn.md,R语言基础2,R Basics 2,r2,https://blog.huaxiangshan.com/zh-cn/posts/r2/,2024-04-22 01:01:52,2024,4,,Software tools,,Software tools,Tools & tech,"{""经济学与方法"": 17, ""软件工具与技术"": 26, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 0}",Analysis,"{""教程指南"": 36, ""学术分析"": 47, ""评论随笔"": 0, ""文艺评论"": 0, ""游记纪实"": 0}",284,34,8.35
content\posts\Zotero7Betternote模板.zh-cn.md,Zotero7Betternote模板,Zotero 7 Better Note Template,zoteronote,https://blog.huaxiangshan.com/zh-cn/posts/zoteronote/,2024-05-06 15:39:02,2024,5,Zotero | Paper reading | Software picks,Economics study | Software tools,,Zotero | Paper reading | Software picks | Economics study | Software tools,Tools & tech,"{""经济学与方法"": 18, ""软件工具与技术"": 89, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 2}",Analysis,"{""教程指南"": 15, ""学术分析"": 43, ""评论随笔"": 5, ""文艺评论"": 0, ""游记纪实"": 0}",250,42,5.95
content\posts\变分法速通.zh-cn.md,变分法速通,Notes on Learning Calculus of Variations,bff,https://blog.huaxiangshan.com/en/posts/bff/,2024-05-07 00:02:15,2024,5,Calculus of variations | Dynamic optimization,Economics study,,Calculus of variations | Dynamic optimization | Economics study,Economics & method,"{""经济学与方法"": 3, ""软件工具与技术"": 0, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 2}",Analysis,"{""教程指南"": 5, ""学术分析"": 11, ""评论随笔"": 1, ""文艺评论"": 0, ""游记纪实"": 0}",1168,26,44.92
content\posts\包含0值的对数化是否可靠.zh-cn.md,包含0值的对数化是否可靠,Econometrics: Is the log(y+1) transformation reliable?,log0,https://blog.huaxiangshan.com/en/posts/log0/,2024-05-12 17:59:49,2024,5,Paper reading,Economics study,,Paper reading | Economics study,Economics & method,"{""经济学与方法"": 19, ""软件工具与技术"": 4, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 2}",Analysis,"{""教程指南"": 2, ""学术分析"": 27, ""评论随笔"": 3, ""文艺评论"": 0, ""游记纪实"": 0}",527,26,20.27
content\posts\Todek远程控制.zh-cn.md,Todek远程控制,Todesk Audio Fix,todesk,https://blog.huaxiangshan.com/zh-cn/posts/todesk/,2024-05-19 10:11:52,2024,5,Todesk,Software tools,,Todesk | Software tools,Tools & tech,"{""经济学与方法"": 0, ""软件工具与技术"": 20, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 5}",Guides,"{""教程指南"": 11, ""学术分析"": 0, ""评论随笔"": 0, ""文艺评论"": 0, ""游记纪实"": 0}",144,25,5.76
content\posts\Obsidian配合文献阅读和博客.zh-cn.md,Obsidian配合文献阅读和博客,Using Obsidian for Literature Reading and Blog Writing,ob,https://blog.huaxiangshan.com/en/posts/ob/,2024-05-24 15:52:19,2024,5,Zotero | Hugo | Obsidian,Software tools,,Zotero | Hugo | Obsidian | Software tools,Tools & tech,"{""经济学与方法"": 3, ""软件工具与技术"": 197, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 0}",Guides,"{""教程指南"": 75, ""学术分析"": 29, ""评论随笔"": 0, ""文艺评论"": 0, ""游记纪实"": 0}",526,84,6.26
content\posts\调研小记：夜爬夜长城.zh-cn.md,调研小记：夜爬夜长城,Research Note 2: Miyun Wild Great Wall,mycc,https://blog.huaxiangshan.com/en/posts/mycc/,2024-06-04 16:52:19,2024,6,Travel | Fieldwork,Travel notes,,Travel | Fieldwork,Travel & field notes,"{""经济学与方法"": 2, ""软件工具与技术"": 0, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 22, ""社会观察与思想随笔"": 0}",Travel,"{""教程指南"": 0, ""学术分析"": 1, ""评论随笔"": 6, ""文艺评论"": 0, ""游记纪实"": 26}",219,78,2.81
content\posts\调研小记：山与红玫瑰.zh-cn.md,调研小记：山与红玫瑰,Research Note 3: Mountains and Red Roses,rose,https://blog.huaxiangshan.com/en/posts/rose/,2024-06-17 16:52:19,2024,6,Travel | Fieldwork,Travel notes,,Travel | Fieldwork,Travel & field notes,"{""经济学与方法"": 0, ""软件工具与技术"": 0, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 11, ""社会观察与思想随笔"": 0}",Travel,"{""教程指南"": 0, ""学术分析"": 0, ""评论随笔"": 2, ""文艺评论"": 0, ""游记纪实"": 14}",148,45,3.29
content\posts\stata事件研究法.zh-cn.md,stata事件研究法,Event Study 1,event1,https://blog.huaxiangshan.com/zh-cn/posts/event1/,2024-06-20 18:52:19,2024,6,Causal inference | Paper reading,Economics study,,Causal inference | Paper reading | Economics study,Economics & method,"{""经济学与方法"": 30, ""软件工具与技术"": 1, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 1}",Analysis,"{""教程指南"": 9, ""学术分析"": 39, ""评论随笔"": 1, ""文艺评论"": 0, ""游记纪实"": 0}",623,115,5.42
content\posts\stata事件研究法2.zh-cn.md,stata事件研究法2,Event Study 2,event2,https://blog.huaxiangshan.com/zh-cn/posts/event2/,2024-06-24 07:52:19,2024,6,Causal inference | Paper reading,Economics study,,Causal inference | Paper reading | Economics study,Economics & method,"{""经济学与方法"": 18, ""软件工具与技术"": 15, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 0}",Analysis,"{""教程指南"": 4, ""学术分析"": 28, ""评论随笔"": 0, ""文艺评论"": 0, ""游记纪实"": 0}",427,68,6.28
content\posts\养老金和生育率.zh-cn.md,养老金和生育率,Pensions and Fertility,paf,https://blog.huaxiangshan.com/zh-cn/posts/paf/,2024-07-13 17:52:19,2024,7,Paper reading,Economics study,,Paper reading | Economics study,Economics & method,"{""经济学与方法"": 46, ""软件工具与技术"": 0, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 0}",Analysis,"{""教程指南"": 10, ""学术分析"": 38, ""评论随笔"": 6, ""文艺评论"": 0, ""游记纪实"": 0}",812,101,8.04
content\posts\逆转裁判.zh-cn.md,逆转裁判,Ace Attorney review: the path to a turnabout lies within,nzcp,https://blog.huaxiangshan.com/en/posts/nzcp/,2024-07-25 18:52:19,2024,7,Games,,,Games | bgm,Arts & screen,"{""经济学与方法"": 0, ""软件工具与技术"": 0, ""文学影视与文艺评论"": 15, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 0}",Analysis,"{""教程指南"": 2, ""学术分析"": 5, ""评论随笔"": 4, ""文艺评论"": 5, ""游记纪实"": 0}",132,39,3.38
content\posts\Pytorch.zh-cn.md,Pytorch,Fixing a PyTorch [WinError 126],pytorch,https://blog.huaxiangshan.com/zh-cn/posts/pytorch/,2024-07-26 18:52:19,2024,7,PyTorch | Anaconda,Software tools,,PyTorch | Anaconda | Software tools,Tools & tech,"{""经济学与方法"": 0, ""软件工具与技术"": 61, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 0}",Guides,"{""教程指南"": 20, ""学术分析"": 1, ""评论随笔"": 0, ""文艺评论"": 0, ""游记纪实"": 0}",96,17,5.65
content\posts\Pytorch2.zh-cn.md,Pytorch2,Reinstalling Anaconda,pytorch2,https://blog.huaxiangshan.com/zh-cn/posts/pytorch2/,2024-08-09 18:52:19,2024,8,PyTorch | Anaconda | Python,Software tools,,PyTorch | Anaconda | Python | Software tools,Tools & tech,"{""经济学与方法"": 0, ""软件工具与技术"": 100, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 0}",Guides,"{""教程指南"": 33, ""学术分析"": 1, ""评论随笔"": 0, ""文艺评论"": 0, ""游记纪实"": 0}",163,33,4.94
content\posts\Hugo中英文建站.zh-cn.md,Hugo中英文建站,Hugo Bilingual Setup,runtime,https://blog.huaxiangshan.com/zh-cn/posts/runtime/,2024-08-10 15:45:18,2024,8,Hugo,Hugo setup notes,,Hugo | hugo,Tools & tech,"{""经济学与方法"": 1, ""软件工具与技术"": 48, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 3}",Guides,"{""教程指南"": 16, ""学术分析"": 6, ""评论随笔"": 0, ""文艺评论"": 2, ""游记纪实"": 0}",324,38,8.53
content\posts\经济学杂谈.zh-cn.md,经济学杂谈,Empirical economics: intuitive does not mean obvious,fs2,https://blog.huaxiangshan.com/en/posts/fs2/,2024-08-20 18:52:19,2024,8,Reflection,Economics study,,Reflection | Economics study,Economics & method,"{""经济学与方法"": 18, ""软件工具与技术"": 1, ""文学影视与文艺评论"": 3, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 7}",Analysis,"{""教程指南"": 2, ""学术分析"": 25, ""评论随笔"": 11, ""文艺评论"": 0, ""游记纪实"": 0}",189,64,2.95
content\posts\黑神话悟空.zh-cn.md,黑神话悟空,Who is the Old Monkey in Black Myth Wukong,wk,https://blog.huaxiangshan.com/en/posts/wk/,2024-09-07 18:52:19,2024,9,Games,,,Games,Arts & screen,"{""经济学与方法"": 0, ""软件工具与技术"": 0, ""文学影视与文艺评论"": 6, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 2}",Analysis,"{""教程指南"": 2, ""学术分析"": 7, ""评论随笔"": 6, ""文艺评论"": 6, ""游记纪实"": 0}",285,93,3.06
content\posts\实证经济学：审稿经验.zh-cn.md,实证经济学：审稿经验,Refereeing in Empirical Economics,sg,https://blog.huaxiangshan.com/zh-cn/posts/sg/,2024-09-10 21:45:16,2024,9,Paper reading,Economics study,,Paper reading | Economics study,Economics & method,"{""经济学与方法"": 62, ""软件工具与技术"": 0, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 10}",Analysis,"{""教程指南"": 5, ""学术分析"": 61, ""评论随笔"": 6, ""文艺评论"": 0, ""游记纪实"": 0}",301,83,3.63
content\posts\跨越边界的社区.zh-cn.md,跨越边界的社区,《Crossing Boundaries of Community》: Fluid Relations and the Origins of Communities,sqzl,https://blog.huaxiangshan.com/en/posts/sqzl/,2024-09-16 07:52:19,2024,9,Reading | Microhistory,Reading,,Reading | Microhistory,Society & essays,"{""经济学与方法"": 9, ""软件工具与技术"": 0, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 16, ""社会观察与思想随笔"": 25}",Analysis,"{""教程指南"": 1, ""学术分析"": 45, ""评论随笔"": 22, ""文艺评论"": 0, ""游记纪实"": 0}",275,87,3.16
content\posts\arcGIS.zh-cn.md,arcGIS,ArcGIS: TIF to Excel,gis,https://blog.huaxiangshan.com/zh-cn/posts/gis/,2024-09-25 12:00:19,2024,9,GIS,Software tools,,GIS | Software tools,Tools & tech,"{""经济学与方法"": 10, ""软件工具与技术"": 26, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 2}",Analysis,"{""教程指南"": 25, ""学术分析"": 48, ""评论随笔"": 1, ""文艺评论"": 0, ""游记纪实"": 0}",320,60,5.33
content\posts\经济学修辞.zh-cn.md,经济学修辞,The Rhetoric of Economics,jjxxc,https://blog.huaxiangshan.com/en/posts/jjxxc/,2024-10-16 07:52:19,2024,10,Reading | Literature,Reading,,Reading | Literature,Economics & method,"{""经济学与方法"": 48, ""软件工具与技术"": 1, ""文学影视与文艺评论"": 3, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 28}",Analysis,"{""教程指南"": 7, ""学术分析"": 57, ""评论随笔"": 21, ""文艺评论"": 22, ""游记纪实"": 0}",388,106,3.66
content\posts\stata事件研究法3.zh-cn.md,stata事件研究法3,Event Study 3,event3,https://blog.huaxiangshan.com/zh-cn/posts/event3/,2024-10-24 22:00:19,2024,10,Causal inference | Paper reading | Stata,Economics study,,Causal inference | Paper reading | Stata | Economics study,Economics & method,"{""经济学与方法"": 32, ""软件工具与技术"": 18, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 4, ""社会观察与思想随笔"": 2}",Analysis,"{""教程指南"": 12, ""学术分析"": 35, ""评论随笔"": 3, ""文艺评论"": 0, ""游记纪实"": 0}",340,50,6.8
content\posts\经济学需要多少数学与创新.zh-cn.md,经济学需要多少数学与创新,The conceit of economics: some recent thoughts,fs3,https://blog.huaxiangshan.com/en/posts/fs3/,2024-11-14 03:52:02,2024,11,Reflection,Economics study,,Reflection | Economics study,Economics & method,"{""经济学与方法"": 53, ""软件工具与技术"": 7, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 15}",Analysis,"{""教程指南"": 4, ""学术分析"": 61, ""评论随笔"": 11, ""文艺评论"": 3, ""游记纪实"": 0}",746,197,3.79
content\posts\社会选择理论.zh-cn.md,社会选择理论,"Institutions, Politics, Democracy, and Arrow's Impossibility Theorem",shxz,https://blog.huaxiangshan.com/en/posts/shxz/,2024-11-17 07:52:02,2024,11,Institutional economics | Microeconomics,Economics study,,Institutional economics | Microeconomics | Economics study,Economics & method,"{""经济学与方法"": 68, ""软件工具与技术"": 2, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 1}",Analysis,"{""教程指南"": 5, ""学术分析"": 54, ""评论随笔"": 15, ""文艺评论"": 0, ""游记纪实"": 0}",1030,159,6.48
content\posts\AI与梦境.zh-cn.md,AI与梦境,Recording a Dream and AI Dream Interpretation,ai_m,https://blog.huaxiangshan.com/en/posts/ai_m/,2024-12-04 08:00:58,2024,12,Dreams,Travel notes,,Travel notes,Society & essays,"{""经济学与方法"": 0, ""软件工具与技术"": 6, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 2, ""社会观察与思想随笔"": 17}",Essays,"{""教程指南"": 0, ""学术分析"": 1, ""评论随笔"": 24, ""文艺评论"": 0, ""游记纪实"": 2}",334,96,3.48
content\posts\政府一次性投资与产业长期发展.zh-cn.md,政府一次性投资与产业长期发展,One-Time Government Investment and Long-Run Industrial Development,zftz,https://blog.huaxiangshan.com/en/posts/zftz/,2024-12-15 07:52:19,2024,12,Paper reading | Development economics,Economics study,,Paper reading | Development economics | Economics study,Economics & method,"{""经济学与方法"": 42, ""软件工具与技术"": 1, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 3}",Analysis,"{""教程指南"": 9, ""学术分析"": 24, ""评论随笔"": 7, ""文艺评论"": 0, ""游记纪实"": 0}",513,89,5.76
content\posts\经济学与数学.zh-cn.md,经济学与数学,The Mathematical History of Economics,econ_math,https://blog.huaxiangshan.com/en/posts/econ_math/,2025-01-02 08:52:19,2025,1,Reading | Microeconomics | Macroeconomics,Reading,,Reading | Microeconomics | Macroeconomics | Why read it,Economics & method,"{""经济学与方法"": 47, ""软件工具与技术"": 0, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 39}",Analysis,"{""教程指南"": 6, ""学术分析"": 59, ""评论随笔"": 10, ""文艺评论"": 0, ""游记纪实"": 0}",355,106,3.35
content\posts\富种起源.zh-cn.md,富种起源,The Origin of Rich Species: A Lamp Can Light a Room Dark for a Thousand Years,fzqy,https://blog.huaxiangshan.com/en/posts/fzqy/,2025-01-18 16:09:19,2025,1,Reading | Microhistory | Macroeconomics,Reading,,Reading | Microhistory | Macroeconomics | Why read it,Economics & method,"{""经济学与方法"": 51, ""软件工具与技术"": 0, ""文学影视与文艺评论"": 1, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 4}",Analysis,"{""教程指南"": 4, ""学术分析"": 38, ""评论随笔"": 15, ""文艺评论"": 5, ""游记纪实"": 0}",779,213,3.66
content\posts\谷子经济的函数.zh-cn.md,谷子经济的函数,Explaining the Trendy Toy Craze: From Network Effects to Multiple Equilibria,gzhs,https://blog.huaxiangshan.com/en/posts/gzhs/,2025-09-25 20:00:36,2025,9,Microeconomics | Paper reading | Network,Economics study,,Microeconomics | Paper reading | Network | Economics study,Economics & method,"{""经济学与方法"": 25, ""软件工具与技术"": 0, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 0}",Analysis,"{""教程指南"": 1, ""学术分析"": 27, ""评论随笔"": 10, ""文艺评论"": 0, ""游记纪实"": 0}",379,44,8.61
content\posts\当法官学习了经济学.zh-cn.md,当法官学习了经济学,The Power of Ideas: When Judges Learn Economics,law_econ,https://blog.huaxiangshan.com/en/posts/law_econ/,2025-09-27 00:08:58,2025,9,Paper reading | Law and economics,Economics study,,Paper reading | Law and economics | Economics study | Preface,Economics & method,"{""经济学与方法"": 32, ""软件工具与技术"": 0, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 0}",Analysis,"{""教程指南"": 6, ""学术分析"": 47, ""评论随笔"": 1, ""文艺评论"": 0, ""游记纪实"": 0}",395,96,4.11
content\posts\行政规划与经济发展.zh-cn.md,行政规划与经济发展,After the Split of Sichuan Province: Political Planning and Economic Growth,rsc_econ,https://blog.huaxiangshan.com/en/posts/rsc_econ/,2025-10-26 12:08:58,2025,10,Paper reading | Regional economics | GIS,Economics study,,Paper reading | Regional economics | GIS | Economics study,Economics & method,"{""经济学与方法"": 19, ""软件工具与技术"": 2, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 1, ""社会观察与思想随笔"": 0}",Analysis,"{""教程指南"": 4, ""学术分析"": 30, ""评论随笔"": 6, ""文艺评论"": 0, ""游记纪实"": 0}",494,83,5.95
content\posts\Gispro操作简要.zh-cn.md,Gispro操作简要,ArcGIS Pro Notes,gis_econ,https://blog.huaxiangshan.com/zh-cn/posts/gis_econ/,2025-11-03 21:08:58,2025,11,Regional economics | GIS,Software tools,,Regional economics | GIS | Software tools,Tools & tech,"{""经济学与方法"": 14, ""软件工具与技术"": 30, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 0}",Analysis,"{""教程指南"": 24, ""学术分析"": 49, ""评论随笔"": 0, ""文艺评论"": 0, ""游记纪实"": 0}",287,74,3.88
content\posts\科研品味与ai.zh-cn.md,科研品味与ai,The Copernican Moment and Academic Taste,taste_ai,https://blog.huaxiangshan.com/en/posts/taste_ai/,2026-04-04 16:12:21,2026,4,Reading | Reflection | Repost,Reading | Economics study,,Reading | Reflection | Repost | Economics study,Economics & method,"{""经济学与方法"": 24, ""软件工具与技术"": 8, ""文学影视与文艺评论"": 1, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 8}",Analysis,"{""教程指南"": 3, ""学术分析"": 42, ""评论随笔"": 10, ""文艺评论"": 5, ""游记纪实"": 0}",482,124,3.89
content\posts\巴格拉斯效果.zh-cn.md,巴格拉斯效果,The Berglas Effect,bgls,https://blog.huaxiangshan.com/en/posts/bgls/,2026-04-27 16:09:19,2026,4,Reading,Reading,,Reading | any,Economics & method,"{""经济学与方法"": 0, ""软件工具与技术"": 0, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 0}",Analysis,"{""教程指南"": 7, ""学术分析"": 8, ""评论随笔"": 1, ""文艺评论"": 0, ""游记纪实"": 0}",332,76,4.37
content\posts\浅谈创新.zh-cn.md,浅谈创新,此创新是彼创新吗,innovation,https://blog.huaxiangshan.com/zh-cn/posts/innovation/,2026-06-09 16:09:19,2026,6,Reflection,Reading,,Reflection | Reading,Society & essays,"{""经济学与方法"": 11, ""软件工具与技术"": 0, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 63}",Analysis,"{""教程指南"": 3, ""学术分析"": 26, ""评论随笔"": 12, ""文艺评论"": 0, ""游记纪实"": 0}",197,74,2.66
